	TGrepID	Sentence	Every	A	The	Other	Wh	ModalPresent
744	47927:6	and what are you studying *t*-1?	0.0755	0.12349999999999998	0.7250000000000001	0.076	what	0
881	83882:4	what color is, is yours blooming *t*-1?	0.0	0.09666666666666668	0.6647619047619048	0.23857142857142857	what	0
2	174853:7	so how do you feel *t*-1 about it?	0.2688888888888889	0.04944444444444445	0.45055555555555554	0.23111111111111113	how	0
952	167859:4	what d-,	0.027894736842105264	0.01473684210526316	0.049473684210526316	0.9078947368421053	what	0
891	20361:16	where, what did they say *t*-1 to, uh,	0.1295238095238095	0.16	0.2819047619047619	0.42857142857142855	what	0
295	105671:4	how did you ever get into that *t*-1?	0.023809523809523805	0.20571428571428568	0.6480952380952382	0.12238095238095237	how	0
814	159887:42	what kind of music is, does what songs does he play *t*-1?	0.33285714285714285	0.2533333333333334	0.2519047619047619	0.1619047619047619	what	0
178	143577:4	how did that compare with this area *t*-1 as far as house-, housing prices?	0.4547619047619048	0.11619047619047619	0.3628571428571429	0.0661904761904762	how	0
988	160511:4	how can it be bad *t*-1?	0.23650000000000002	0.4565	0.13199999999999998	0.175	how	1
799	116016:31	and where are you from *t*-1, where are you calling from *t*-2?	0.03761904761904762	0.11523809523809524	0.7914285714285715	0.05571428571428571	where	0
480	173207:4	when was the last time 0 you took out, took your truck out *t*-4 * just to, *-1 just to go *-2 driving *t*-3?	0.02611111111111111	0.3088888888888889	0.6361111111111111	0.02888888888888889	when	0
204	135330:4	what size do you have *t*-1 now?	0.04772727272727273	0.060000000000000005	0.6568181818181819	0.23545454545454544	what	0
657	75101:36	where do you think 0 it's, where do you think 0 it's going *-1 to go *t*-2 in twenty years?	0.18052631578947367	0.24105263157894738	0.21842105263157893	0.36	where	0
692	7739:9	well, what do you think *t*-1 about nolan ryan being the first baseball player 0 *t*-2 to earn a million dollars?	0.17722222222222223	0.22555555555555554	0.38555555555555554	0.21166666666666667	what	0
940	11604:4	what did you think *t*-1 about the buffalo scenes.	0.22842105263157894	0.31473684210526315	0.2657894736842106	0.1910526315789474	what	0
174	50126:9	well, what do you think *t*-1 about it?	0.43476190476190474	0.2690476190476191	0.049523809523809526	0.24619047619047618	what	0
18	76625:25	well, how did, how did you get, uh, hooked up with the t i switchboard thing *t*-2?	0.13333333333333333	0.01722222222222223	0.825	0.02444444444444445	how	0
600	111527:4	where do you go *t*-3 if you like *-1 to have a nice meal *ich*-2 out, or a big meal?	0.06473684210526316	0.44578947368421057	0.4868421052631579	0.002631578947368421	where	0
88	98025:8	and, how does the story line go *t*-1?	0.016190476190476193	0.04809523809523811	0.8647619047619047	0.07095238095238095	how	0
669	21989:4	what are you learning *-2 to be *t*-1?	0.12777777777777777	0.03277777777777777	0.8383333333333334	0.0011111111111111118	what	0
990	146275:4	what do you,	0.0335	0.11099999999999999	0.255	0.6005	what	0
386	69191:8	but, what do you do *t*-2 about, the occasional user that *t*-1 may have gone to a party three days before	0.15684210526315792	0.3642105263157895	0.3163157894736842	0.16263157894736843	what	1
62	167484:19	so what, why is it *exp*-2 that the weather in atlanta that gets very hot *t*-1.	0.12523809523809523	0.1933333333333333	0.4547619047619048	0.22666666666666666	why	0
658	104072:16	and then, uh, who *t*-1 knows how they process it from there *t*-2 and what they turn it into *t*-3,	0.08473684210526317	0.21789473684210528	0.09157894736842107	0.6047368421052631	who	0
388	166006:4	what is your, uh, community, uh, currently doing *t*-1 with regard to recycling?	0.3694736842105263	0.2694736842105263	0.3236842105263158	0.03684210526315789	what	0
266	77677:14	well, myrna, how do you get your news, news *t*-1?	0.29526315789473684	0.15684210526315792	0.4447368421052631	0.1031578947368421	how	0
434	171230:19	i mean our kids, where would they be *t*-1 without nintendo and, you know, their t v shows	0.031999999999999994	0.07950000000000002	0.10800000000000001	0.7805	where	1
118	120330:16	what, what do you think *t*-1?	0.20578947368421052	0.10210526315789474	0.2405263157894737	0.4515789473684211	what	0
181	114034:13	so, uh, what was the last car repair 0 you had *t*-1 *t*-2?	0.0	0.04045454545454546	0.7063636363636364	0.25318181818181823	what	0
617	102105:4	how do you usually find a, a new restaurant *t*-1?	0.1236842105263158	0.4652631578947368	0.4063157894736842	0.004736842105263176	how	0
270	129529:6	and what would that be like *t*-1,	0.1561904761904762	0.20761904761904765	0.4533333333333333	0.18285714285714286	what	1
794	92173:4	what did you wind up with *t*-1?.	0.15714285714285714	0.11904761904761907	0.6809523809523811	0.042857142857142864	what	0
918	98332:4	what *t*-1 happens if we lose worse.	0.15315789473684208	0.2236842105263158	0.3631578947368421	0.26	what	0
103	134648:7	so what do you know *t*-1 about it.	0.6205263157894736	0.07736842105263157	0.2421052631578947	0.06000000000000002	what	0
652	24617:9	and then how would you feel afterwards when you came up *-4 negative and, you know, your supervisor has accused you of *-1 using drugs *t*-2 *t*-3.	0.06210526315789473	0.1731578947368421	0.601578947368421	0.1631578947368421	how	1
732	128346:16	what, what's the criteria for * picking a college *t*-1?	0.6595	0.10649999999999997	0.14400000000000002	0.09	what	0
595	42451:7	well what do you think *t*-1?	0.20857142857142857	0.27714285714285714	0.33238095238095233	0.18190476190476193	what	0
830	115806:4	what do you,	0.028181818181818186	0.06454545454545453	0.35045454545454546	0.5568181818181818	what	0
424	53708:4	what do you propose that they do *t*-1?	0.16950000000000004	0.465	0.2915	0.074	what	0
408	23371:6	but what do you do *t*-1 with them in the meantime?	0.19857142857142857	0.16904761904761906	0.5228571428571429	0.10952380952380954	what	0
978	141164:7	so what do you feel 0 *t*-1 are the current trends in the way 0 families spend time in general, you know, in america *t*-2?	0.5755	0.20750000000000002	0.11699999999999999	0.1	what	0
198	69379:4	what are your suggestions in * making a family reunion successful *t*-1.	0.5331818181818181	0.29409090909090907	0.027727272727272732	0.14454545454545456	what	0
989	152366:16	how, how does, uh, university of new hampshire handle it *t*-1?	0.11950000000000001	0.11299999999999999	0.765	0.0025	how	0
620	120598:7	well what do you do *t*-1 on your yard?	0.33052631578947367	0.2805263157894737	0.20736842105263156	0.18157894736842106	what	0
840	120174:6	but who *t*-1 knows now.	0.01363636363636364	0.017727272727272727	0.026363636363636363	0.9418181818181818	who	0
209	27888:4	when did you first take your, uh, first piano lesson *t*-1?	0.0036363636363636364	0.07272727272727272	0.8190909090909091	0.10454545454545455	when	0
13	87947:4	what did you think *t*-1 about dances with wolves when you saw it *t*-2?	0.11	0.2038888888888889	0.4566666666666667	0.2288888888888889	what	0
876	87207:4	what are you providing *t*-1?	0.31333333333333335	0.20190476190476192	0.45809523809523817	0.02666666666666667	what	0
257	37900:4	what *t*-1's going *-2 to happen?	0.3042105263157895	0.1794736842105263	0.2631578947368421	0.25315789473684214	what	0
23	92671:8	and, what did she do *t*-1 with the,	0.13	0.020555555555555556	0.3505555555555555	0.49888888888888894	what	0
745	128710:4	how did,	0.08099999999999999	0.07599999999999998	0.248	0.5945	how	0
850	54329:4	what do they say *t*-1,	0.04857142857142857	0.24761904761904757	0.390952380952381	0.31285714285714283	what	0
645	165969:16	what, what *t*-1 attracts you to the saturns?	0.38526315789473686	0.23473684210526316	0.3236842105263158	0.056315789473684215	what	0
291	4270:11	so, and how do you feel about it *t*-1?.	0.11857142857142856	0.22380952380952376	0.47190476190476194	0.18571428571428572	how	0
180	24078:27	well, the first thing, uh, what do you think 0 you would offer *t*-1 as far as, uh, information about * selecting a school?	0.42590909090909096	0.25545454545454543	0.21545454545454543	0.10318181818181818	what	1
713	17034:4	what's his name *t*-1 again?	5.286776307738857e-18	0.047619047619047616	0.8252380952380951	0.12714285714285714	what	0
442	128464:4	what have you seen *t*-1 lately?	0.2845	0.44800000000000006	0.18849999999999997	0.079	what	0
226	11794:4	what do you think *t*-1?	0.3557894736842105	0.2563157894736842	0.20052631578947366	0.18736842105263157	what	0
159	169805:6	so what do you think *t*-1 about that?	0.2690476190476191	0.22476190476190475	0.22	0.28619047619047616	what	0
474	149947:9	mumblex, how do you feel about crime in the city *t*-1?	0.15578947368421056	0.11526315789473685	0.40789473684210525	0.32052631578947366	how	0
108	29980:4	how do you feel *t*-1 about credit cards?	0.1336842105263158	0.09421052631578948	0.4378947368421053	0.33421052631578946	how	0
810	13335:49	i get some of these things *ich*-4 in the mail that i wonder, where in the world did they get my address *t*-2 or where did they get my name *t*-1 *t*-3.	0.11	0.11142857142857145	0.5633333333333334	0.21523809523809523	where	0
738	26224:4	what do you mean *t*-1, where?	0.028000000000000004	0.2355	0.4175	0.319	what	0
176	125913:4	what do you do *t*-1 when you're putting *t*-2?	0.4961904761904762	0.17666666666666667	0.32571428571428573	0.0014285714285714333	what	0
925	100218:4	what *ich*-1 does that house got *t*-2 attraction?	0.09947368421052633	0.04631578947368422	0.24210526315789477	0.6121052631578948	what	0
274	67240:4	when do you get *-1 to begin with the winters and all that *t*-2?	0.06428571428571431	0.12714285714285714	0.7614285714285715	0.04714285714285714	when	0
293	12747:5	what els-,.	0.14428571428571427	0.2	0.15809523809523812	0.49761904761904757	what	0
709	43080:4	how did you get rid *-1 of them *t*-2?	0.05095238095238094	0.12428571428571428	0.822857142857143	0.0019047619047619102	how	0
519	150361:9	and so what do you think, next to salary do you rank *t*-1, is the most important job benefits?	0.3042105263157895	0.21789473684210525	0.3768421052631579	0.10105263157894737	what	0
931	157599:15	based on that, who do you think 0 you're talking to *t*-1,	0.020526315789473684	0.10789473684210525	0.773157894736842	0.09842105263157895	who	0
373	121518:24	well, well, when is the party here?.	0.021052631578947368	0.11947368421052632	0.8489473684210526	0.01	when	0
303	159673:16	wh-, what's the old country music like *t*-1?	0.1325	0.17200000000000001	0.40800000000000003	0.2875	what	0
164	174836:27	what *t*-1 is it, what *t*-2's the policy *ich*-3 now with treason?	0.054761904761904755	0.06714285714285714	0.7738095238095238	0.10428571428571429	what	0
129	174466:4	what do you do now *t*-1?	0.085	0.07090909090909091	0.6827272727272727	0.16136363636363635	what	0
383	136873:4	how can you watch that *t*-1, you know	0.14842105263157893	0.10157894736842103	0.09789473684210526	0.6521052631578947	how	1
748	93850:5	what else do we like *-2 to have *t*-1 for,	0.44399999999999995	0.15800000000000003	0.118	0.2795	what	0
737	103015:4	where do you live *t*-1?	0.013000000000000001	0.0205	0.9344999999999999	0.0315	where	0
993	121173:4	what's your favorite t v show *t*-1?	0.002	0.092	0.8009999999999999	0.10499999999999998	what	0
599	108104:12	well, so what is your favorite t v show *t*-1?	0.03333333333333334	0.03	0.9138095238095238	0.02285714285714286	what	0
815	79844:4	what do you do *t*-1?	0.4690909090909091	0.22772727272727275	0.30000000000000004	0.003181818181818177	what	0
104	75387:9	well, what do you think 0 *t*-1 can be done *-2 * to reduce that sort of crime?	0.3826315789473684	0.24631578947368418	0.3642105263157895	0.006842105263157906	what	1
106	52408:4	what *t*-2's the one that *t*-1 just,	0.0	0.15473684210526314	0.7273684210526316	0.11789473684210527	what	0
6	15539:4	what have you seen *t*-1 lately?	0.47555555555555556	0.23333333333333334	0.2827777777777778	0.0077777777777777845	what	0
427	109198:4	why don't you go ahead and say what you feel *t*-1 *t*-2,	0.14700000000000002	0.18850000000000003	0.36300000000000004	0.30100000000000005	why	0
347	26185:5	what else can we talk about *t*-1?	0.05500000000000001	0.771	0.0215	0.1525	what	1
715	111490:9	well, what are some of your, your favorite inexpensive places *t*-1?	0.39666666666666667	0.33999999999999997	0.10714285714285714	0.1561904761904762	what	0
370	95676:26	if people will pay two hundred then why * charge ten *t*-1.	0.17789473684210524	0.2094736842105263	0.41789473684210526	0.19473684210526318	why	1
473	108522:6	so what do you use *t*-1 for cookbooks?	0.42684210526315797	0.3094736842105263	0.248421052631579	0.015263157894736845	what	0
721	124207:4	what did you think *t*-1 of the world series?	0.21857142857142856	0.19380952380952382	0.2909523809523809	0.2966666666666667	what	0
220	44356:33	i mean, why are they, why are they not as vocal *t*-1	0.15789473684210528	0.2678947368421052	0.5447368421052632	0.02947368421052631	why	0
937	129540:79	so if you have a, a dinner party and you're going *-1 to serve, uh, seafood for supper, what type of, uh, hors d'oeuvres would you serve *t*-2 prior to the meal?	0.4410526315789474	0.3389473684210526	0.15894736842105264	0.06105263157894738	what	1
192	65725:4	why * not an apprentice out to a, a company and learn from down on the bottom as a wood worker or, you know, just a technician *t*-1?	0.0940909090909091	0.24227272727272728	0.2595454545454546	0.40363636363636357	why	0
42	61044:253	if we, if we keep *-1 putting that stuff into the air and, and, you know, if we keep *-2 creating the problem and not doing anything about it that it's really going *-3 to be a problem for, um, just the, the earth, you know, what the earth is receiving *t*-4 back, you know, because how can you tell where it's going *-5 to come down at *t*-6 *t*-7.	0.1636842105263158	0.28	0.22578947368421054	0.3305263157894737	how	1
68	164667:7	so how do you, uh,	0.011428571428571423	0.035238095238095235	0.26095238095238094	0.6919047619047619	how	0
247	88924:4	what was one of the latest ones that you've seen *t*-1, actually *t*-2?	0.15473684210526314	0.36578947368421055	0.42684210526315786	0.05263157894736842	what	0
419	131190:4	what do you see, uh, *t*-1 changing in the future?	0.41904761904761906	0.32476190476190475	0.16523809523809524	0.09095238095238097	what	0
95	122158:21	uh, what, what are some of the shows that you have been able *-1 to rent *t*-2 *t*-3 though?	0.6521052631578947	0.2831578947368421	0.03789473684210526	0.026842105263157896	what	0
188	105776:24	now, do you, where did you first get your lessons from *t*-1?	0.03272727272727273	0.035	0.9163636363636365	0.015909090909090907	where	0
859	166704:70	well, you know, i. i mean, who, who who the heck *t*-1 is going *-2 to root for tampa bay, right?	0.23857142857142857	0.29047619047619044	0.22952380952380957	0.24142857142857144	who	0
541	175410:9	uh, what would you do *t*-1 *-2 to change it? to make it better?	0.4	0.26210526315789473	0.2752631578947369	0.06210526315789475	what	1
522	115904:4	what school district do you work for *t*-1?	0.0	0.11210526315789474	0.7226315789473684	0.16526315789473686	what	0
518	14041:20	and, and how do you rate the, uh,	0.03263157894736842	0.10789473684210525	0.3631578947368421	0.4963157894736842	how	0
437	145610:4	what do you think *t*-1 about it?	0.1465	0.2825	0.36900000000000005	0.202	what	0
415	116406:11	uh, and where you are *t*-1?	0.03428571428571429	0.0880952380952381	0.8104761904761905	0.06714285714285714	where	0
865	50678:4	what do you think *t*-1 about the, uh, peace corps or public service commitment?	0.22428571428571428	0.17857142857142858	0.28380952380952384	0.31333333333333335	what	0
160	5532:4	how you doing *t*-1?	0.09666666666666668	0.07761904761904763	0.3019047619047619	0.5238095238095238	how	0
921	147674:9	oh, what was the lady's name that *t*-1 ran a couple of *t*-2,	0.0	0.0	0.8894736842105262	0.1105263157894737	what	0
536	122929:4	how would you achieve that *t*-1?	0.27631578947368424	0.24526315789473685	0.4784210526315789	0.0	how	1
982	61105:16	what, what are we going *-1 to have *t*-2,	0.096	0.2355	0.3155	0.35300000000000004	what	0
29	51293:9	uh, who's the last one *t*-1.	0.0022222222222222283	0.00055555555555555	0.9249999999999999	0.07222222222222222	who	0
251	12077:9	well, what do you think *t*-1 about like a device, a meter right on a tail pipe	0.12684210526315787	0.3068421052631579	0.24684210526315786	0.3194736842105263	what	0
793	133508:4	what are some of the other questions *t*-1.	0.27380952380952384	0.41571428571428576	0.0738095238095238	0.2366666666666667	what	0
87	168893:13	so, uh, what things do you consider *t*-1 an invasion of privacy?	0.6523809523809525	0.24142857142857144	0.06523809523809522	0.04095238095238095	what	0
67	76222:13	and, gosh, what *t*-1's going *-2 to happen when these kids start *-4 coming into the school system *t*-3.	0.24952380952380948	0.28095238095238095	0.21428571428571427	0.25523809523809526	what	0
516	121242:4	what time is it *t*-1 there?	0.05263157894736842	0.05263157894736842	0.631578947368421	0.2631578947368421	what	0
948	119666:13	and, uh, when did you guys vote him into office *t*-1?	0.025789473684210525	0.15894736842105264	0.8094736842105262	0.005789473684210527	when	0
127	14652:39	what do, what do, what do you think 0 we can do *t*-1 * to solve the crime in america?	0.26318181818181824	0.4913636363636363	0.24545454545454548	0.0	what	1
566	138191:9	well, how do you think that that's happened *t*-1?	0.1636842105263158	0.24947368421052632	0.33157894736842103	0.2552631578947368	how	0
911	128010:19	now what, what *t*-1 keeps you doing that.	0.0731578947368421	0.25578947368421057	0.5263157894736842	0.14473684210526316	what	0
858	97823:9	well, what movies have you seen *t*-1 recently, valerie?	0.6514285714285714	0.17047619047619045	0.1304761904761905	0.047619047619047616	what	0
963	144882:4	where do you work *t*-1?	0.03263157894736842	0.03157894736842106	0.8931578947368423	0.042631578947368416	where	0
704	175577:75	he needs *-1 to do his own course of investigation and, and see what he can do *t*-5 because who *t*-2 knows what *t*-3's going *-4 to happen in another thirty years.	0.09571428571428571	0.09619047619047619	0.05952380952380952	0.7485714285714286	who	0
758	118998:7	and what else do i do *t*-1,	0.11789473684210527	0.4015789473684211	0.13	0.3505263157894737	what	0
505	24989:4	who *t*-1 knows,	0.13999999999999999	0.08722222222222223	0.11055555555555557	0.6622222222222223	who	0
706	73419:4	where'd you live *t*-1	0.1719047619047619	0.03571428571428572	0.7914285714285715	0.0009523809523809524	where	0
975	151036:20	what was, what was the other case *t*-1?	0.0025	0.01	0.8795	0.10800000000000001	what	0
960	27202:4	what can we do *t*-1 about it?	0.21210526315789474	0.45	0.19052631578947365	0.14736842105263157	what	1
99	1965:4	what do you mean *t*-1 by world music?	0.13947368421052633	0.21736842105263157	0.46315789473684205	0.18000000000000002	what	0
313	18885:4	where do you live *t*-1?	0.021	0.10250000000000001	0.876	0.000499999999999995	where	0
789	126108:4	what are dialing services *t*-1?	0.1523809523809524	0.289047619047619	0.46761904761904766	0.09095238095238097	what	0
483	124609:7	so what is your advice to * picking a college *t*-1.	0.3377777777777778	0.305	0.13833333333333334	0.2188888888888889	what	0
553	37431:9	gee, how can you draw a conclusion from it *t*-1,	0.12578947368421053	0.3505263157894737	0.22736842105263158	0.29578947368421055	how	1
867	54262:13	but, uh, what do you think *t*-3 about the mess that *t*-1's, 0 we've created *t*-2 in iraq?	0.2471428571428571	0.2114285714285714	0.33333333333333337	0.2080952380952381	what	0
